"No.","Time","Source","Destination","Protocol","Length","Info"
"2045","25.981376","172.27.131.52","52.114.75.78","TLSv1.2","191","Application Data"
"2046","25.981630","172.27.131.52","52.114.75.78","TCP","1494","64207  >  443 [ACK] Seq=7685 Ack=4200 Win=64768 Len=1440 [TCP segment of a reassembled PDU]"
"2047","25.981631","172.27.131.52","52.114.75.78","TLSv1.2","1244","Application Data"
"2049","26.022138","172.27.131.52","180.149.145.241","TLSv1.2","1477","Application Data"
"2050","26.022450","172.27.131.52","180.149.145.241","TCP","1506","64181  >  443 [ACK] Seq=73535 Ack=32641 Win=255 Len=1452 [TCP segment of a reassembled PDU]"
"2051","26.022452","172.27.131.52","180.149.145.241","TLSv1.2","119","Application Data"
"2055","26.068229","172.27.131.52","180.149.145.241","TCP","54","64179  >  443 [ACK] Seq=99514 Ack=45499 Win=258 Len=0"
"2058","26.131960","172.27.131.52","180.149.145.241","TCP","54","64180  >  443 [ACK] Seq=91468 Ack=41575 Win=260 Len=0"
"2059","26.146615","172.27.131.52","180.149.145.241","TLSv1.2","1475","Application Data"
"2063","26.254150","172.27.131.52","180.149.145.241","TCP","54","64181  >  443 [ACK] Seq=75052 Ack=33383 Win=260 Len=0"
"2066","26.269435","172.27.131.52","180.149.145.241","TCP","54","64177  >  443 [ACK] Seq=146397 Ack=65247 Win=258 Len=0"
"2070","26.313259","172.27.131.52","52.114.75.78","TCP","1494","64207  >  443 [ACK] Seq=10315 Ack=4559 Win=66048 Len=1440 [TCP segment of a reassembled PDU]"
"2071","26.313260","172.27.131.52","52.114.75.78","TLSv1.2","191","Application Data"
"2072","26.313559","172.27.131.52","180.149.145.241","TLSv1.2","1477","Application Data"
"2073","26.313561","172.27.131.52","52.114.75.78","TCP","1494","64207  >  443 [ACK] Seq=11892 Ack=4559 Win=66048 Len=1440 [TCP segment of a reassembled PDU]"
"2074","26.313562","172.27.131.52","52.114.75.78","TCP","1494","64207  >  443 [ACK] Seq=13332 Ack=4559 Win=66048 Len=1440 [TCP segment of a reassembled PDU]"
"2075","26.313565","172.27.131.52","52.114.75.78","TCP","1494","64207  >  443 [ACK] Seq=14772 Ack=4559 Win=66048 Len=1440 [TCP segment of a reassembled PDU]"
"2076","26.313565","172.27.131.52","52.114.75.78","TCP","1494","64207  >  443 [ACK] Seq=16212 Ack=4559 Win=66048 Len=1440 [TCP segment of a reassembled PDU]"
"2077","26.313566","172.27.131.52","52.114.75.78","TCP","1494","64207  >  443 [ACK] Seq=17652 Ack=4559 Win=66048 Len=1440 [TCP segment of a reassembled PDU]"
"2078","26.313566","172.27.131.52","52.114.75.78","TLSv1.2","123","Application Data"
"2080","26.426129","172.27.131.52","180.149.145.241","TCP","1506","64179  >  443 [ACK] Seq=99514 Ack=45499 Win=258 Len=1452 [TCP segment of a reassembled PDU]"
"2081","26.426131","172.27.131.52","180.149.145.241","TLSv1.2","110","Application Data"
"2086","26.464251","172.27.131.52","180.149.145.241","TCP","1506","64177  >  443 [ACK] Seq=147820 Ack=65889 Win=255 Len=1452 [TCP segment of a reassembled PDU]"
"2087","26.464252","172.27.131.52","180.149.145.241","TLSv1.2","110","Application Data"
"2088","26.466146","172.27.131.52","180.149.145.241","TLSv1.2","1452","Application Data"
"2090","26.475915","172.27.131.52","40.90.189.152","TCP","54","63226  >  443 [ACK] Seq=74 Ack=126 Win=258 Len=0"
"2097","26.604595","172.27.131.52","180.149.145.241","TCP","54","64180  >  443 [ACK] Seq=92866 Ack=42176 Win=258 Len=0"
"2101","26.628529","172.27.131.52","52.114.75.78","TCP","54","64207  >  443 [FIN, ACK] Seq=19161 Ack=4920 Win=65792 Len=0"
"2102","26.641397","172.27.131.52","180.149.145.241","TCP","54","64179  >  443 [ACK] Seq=101022 Ack=46247 Win=255 Len=0"
"2104","26.689782","172.27.131.52","180.149.145.241","TCP","54","64177  >  443 [ACK] Seq=149328 Ack=66620 Win=260 Len=0"
"2105","26.734297","172.27.131.52","180.149.145.241","TCP","1506","64177  >  443 [ACK] Seq=149328 Ack=66620 Win=260 Len=1452 [TCP segment of a reassembled PDU]"
"2106","26.734297","172.27.131.52","180.149.145.241","TLSv1.2","122","Application Data"
"2107","26.734579","172.27.131.52","180.149.145.241","TLSv1.2","1452","Application Data"
"2108","26.734805","172.27.131.52","180.149.145.241","TCP","1506","64180  >  443 [ACK] Seq=92866 Ack=42176 Win=258 Len=1452 [TCP segment of a reassembled PDU]"
"2109","26.734805","172.27.131.52","180.149.145.241","TLSv1.2","97","Application Data"
"2116","26.862202","172.27.131.52","180.149.145.241","TCP","54","64179  >  443 [ACK] Seq=102420 Ack=46860 Win=260 Len=0"
"2117","26.900751","172.27.131.52","180.149.145.241","TLSv1.2","1455","Application Data"
"2119","26.924358","172.27.131.52","52.114.75.78","TCP","54","64207  >  443 [ACK] Seq=19162 Ack=4921 Win=65792 Len=0"
"2122","26.958322","172.27.131.52","180.149.145.241","TLSv1.2","1465","Application Data"
"2123","26.958563","172.27.131.52","180.149.145.241","TCP","1506","64181  >  443 [ACK] Seq=75052 Ack=33383 Win=260 Len=1452 [TCP segment of a reassembled PDU]"
"2124","26.958563","172.27.131.52","180.149.145.241","TLSv1.2","97","Application Data"
"2129","27.007897","172.27.131.52","180.149.145.241","TCP","54","64180  >  443 [ACK] Seq=94361 Ack=42856 Win=255 Len=0"
"2130","27.037763","172.27.131.52","180.149.145.241","TCP","54","64179  >  443 [ACK] Seq=103821 Ack=47454 Win=258 Len=0"
"2133","27.091598","172.27.131.52","180.149.145.241","TCP","54","64177  >  443 [ACK] Seq=152259 Ack=67995 Win=255 Len=0"
"2134","27.208008","172.27.131.52","180.149.145.241","TLSv1.2","1451","Application Data"
"2135","27.208487","172.27.131.52","180.149.145.241","TLSv1.2","1464","Application Data"
"2136","27.208913","172.27.131.52","180.149.145.241","TCP","1506","64180  >  443 [ACK] Seq=94361 Ack=42856 Win=255 Len=1452 [TCP segment of a reassembled PDU]"
"2137","27.208915","172.27.131.52","180.149.145.241","TLSv1.2","94","Application Data"
"2138","27.209378","172.27.131.52","180.149.145.241","TCP","1506","64182  >  443 [ACK] Seq=60605 Ack=27611 Win=258 Len=1452 [TCP segment of a reassembled PDU]"
"2139","27.209379","172.27.131.52","180.149.145.241","TLSv1.2","98","Application Data"
"2149","27.335105","172.27.131.52","180.149.145.241","TCP","54","64179  >  443 [ACK] Seq=105231 Ack=48055 Win=256 Len=0"
"2150","27.341049","172.27.131.52","180.149.145.241","TCP","54","64177  >  443 [ACK] Seq=153656 Ack=68604 Win=260 Len=0"
"2151","27.345107","172.27.131.52","180.149.145.241","TCP","54","64181  >  443 [ACK] Seq=76547 Ack=34083 Win=258 Len=0"
"2155","27.431484","172.27.131.52","180.149.145.241","TCP","1506","64177  >  443 [ACK] Seq=153656 Ack=68604 Win=260 Len=1452 [TCP segment of a reassembled PDU]"
"2156","27.431484","172.27.131.52","180.149.145.241","TLSv1.2","103","Application Data"
"2157","27.432015","172.27.131.52","180.149.145.241","TCP","1506","64179  >  443 [ACK] Seq=105231 Ack=48055 Win=256 Len=1452 [TCP segment of a reassembled PDU]"
"2158","27.432018","172.27.131.52","180.149.145.241","TLSv1.2","96","Application Data"
"2159","27.436746","172.27.131.52","180.149.145.241","TCP","54","64180  >  443 [ACK] Seq=95853 Ack=43554 Win=260 Len=0"
"2163","27.469856","172.27.131.52","180.149.145.241","TCP","54","64182  >  443 [ACK] Seq=62101 Ack=28305 Win=255 Len=0"
"2166","27.490708","172.27.131.52","180.163.237.176","TCP","66","64215  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"2169","27.502810","172.27.131.52","180.163.237.176","TCP","54","64215  >  80 [ACK] Seq=1 Ack=1 Win=66560 Len=0"
"2170","27.503106","172.27.131.52","180.163.237.176","HTTP","730","GET /popup/info?channel=3&mid=1161a1a7f4ee4cb58b960ff603fa1cb7&ver=10.0.1840.0 HTTP/1.1 "
"2175","27.516087","172.27.131.52","180.163.237.176","TCP","54","64215  >  80 [ACK] Seq=677 Ack=4318 Win=66560 Len=0"
"2176","27.582037","172.27.131.52","180.149.145.241","TLSv1.2","1453","Application Data"
"2178","27.645482","172.27.131.52","180.149.145.241","TLSv1.2","1444","Application Data"
"2179","27.646228","172.27.131.52","180.149.145.241","TLSv1.2","1451","Application Data"
"2186","27.722607","172.27.131.52","180.149.145.241","TCP","54","64177  >  443 [ACK] Seq=155157 Ack=69328 Win=258 Len=0"
"2189","27.742678","172.27.131.52","180.149.145.241","TCP","54","64180  >  443 [ACK] Seq=97252 Ack=44141 Win=258 Len=0"
"2190","27.747948","172.27.131.52","180.149.145.241","TCP","54","64179  >  443 [ACK] Seq=106725 Ack=48760 Win=260 Len=0"
"2191","27.768265","172.27.131.52","180.149.145.241","TCP","54","64181  >  443 [ACK] Seq=77937 Ack=34670 Win=255 Len=0"
"2192","27.772262","172.27.131.52","180.149.145.241","TCP","54","64182  >  443 [ACK] Seq=63498 Ack=28891 Win=260 Len=0"
"2194","27.929263","172.27.131.52","180.149.145.241","TCP","1506","64177  >  443 [ACK] Seq=155157 Ack=69328 Win=258 Len=1452 [TCP segment of a reassembled PDU]"
"2195","27.929263","172.27.131.52","180.149.145.241","TLSv1.2","92","Application Data"
"2196","27.931337","172.27.131.52","180.149.145.241","TCP","1506","64179  >  443 [ACK] Seq=106725 Ack=48760 Win=260 Len=1452 [TCP segment of a reassembled PDU]"
"2197","27.931340","172.27.131.52","180.149.145.241","TLSv1.2","83","Application Data"
"2198","27.931754","172.27.131.52","180.149.145.241","TCP","1506","64180  >  443 [ACK] Seq=97252 Ack=44141 Win=258 Len=1452 [TCP segment of a reassembled PDU]"
"2199","27.931755","172.27.131.52","180.149.145.241","TLSv1.2","90","Application Data"
"2206","27.974110","172.27.131.52","180.149.145.241","TLSv1.2","1452","Application Data"
"2208","28.036809","172.27.131.52","180.149.145.241","TCP","1506","64182  >  443 [ACK] Seq=63498 Ack=28891 Win=260 Len=1452 [TCP segment of a reassembled PDU]"
"2209","28.036810","172.27.131.52","180.149.145.241","TLSv1.2","102","Application Data"
"2213","28.107421","172.27.131.52","180.149.145.241","TCP","54","64181  >  443 [ACK] Seq=79335 Ack=35276 Win=260 Len=0"
"2217","28.140821","172.27.131.52","180.149.145.241","TCP","1506","64177  >  443 [ACK] Seq=156647 Ack=69999 Win=255 Len=1452 [TCP segment of a reassembled PDU]"
"2218","28.140822","172.27.131.52","180.149.145.241","TLSv1.2","91","Application Data"
"2219","28.165264","172.27.131.52","180.149.145.241","TCP","54","64179  >  443 [ACK] Seq=108206 Ack=49421 Win=258 Len=0"
"2222","28.285650","172.27.131.52","180.149.145.241","TLSv1.2","1458","Application Data"
"2223","28.285962","172.27.131.52","180.149.145.241","TLSv1.2","1477","Application Data"
"2229","28.384026","172.27.131.52","180.149.145.241","TCP","66","64216  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"2230","28.395909","172.27.131.52","180.149.145.241","TCP","54","64182  >  443 [ACK] Seq=64998 Ack=29550 Win=258 Len=0"
"2232","28.407545","172.27.131.52","180.149.145.241","TCP","54","64216  >  443 [ACK] Seq=1 Ack=1 Win=66560 Len=0"
"2233","28.407704","172.27.131.52","180.149.145.241","TLSv1.2","571","Client Hello"
"2234","28.413898","172.27.131.52","180.149.145.241","TCP","54","64181  >  443 [ACK] Seq=80758 Ack=35892 Win=258 Len=0"
"2235","28.415057","172.27.131.52","180.149.145.241","TCP","54","64177  >  443 [ACK] Seq=158136 Ack=70668 Win=260 Len=0"
"2241","28.435285","172.27.131.52","180.149.145.241","TCP","54","64216  >  443 [ACK] Seq=518 Ack=138 Win=66560 Len=0"
"2242","28.435528","172.27.131.52","180.149.145.241","TLSv1.2","105","Change Cipher Spec, Encrypted Handshake Message"
"2245","28.460144","172.27.131.52","180.149.145.241","TLSv1.2","744","Application Data"
"2246","28.476643","172.27.131.52","180.149.145.241","TCP","54","64179  >  443 [ACK] Seq=109610 Ack=50017 Win=255 Len=0"
"2248","28.561649","172.27.131.52","180.149.145.241","TCP","1506","64177  >  443 [ACK] Seq=158136 Ack=70668 Win=260 Len=1452 [TCP segment of a reassembled PDU]"
"2249","28.561650","172.27.131.52","180.149.145.241","TLSv1.2","110","Application Data"
"2253","28.618340","172.27.131.52","180.149.145.241","TLSv1.2","85","Encrypted Alert"
"2258","28.643477","172.27.131.52","180.149.145.241","TCP","54","64216  >  443 [ACK] Seq=1290 Ack=791 Win=65792 Len=0"
"2259","28.643607","172.27.131.52","180.149.145.241","TCP","54","64216  >  443 [FIN, ACK] Seq=1290 Ack=791 Win=65792 Len=0"
"2261","28.677908","172.27.131.52","180.149.145.241","TCP","1506","64179  >  443 [ACK] Seq=109610 Ack=50017 Win=255 Len=1452 [TCP segment of a reassembled PDU]"
"2262","28.677910","172.27.131.52","180.149.145.241","TLSv1.2","91","Application Data"
"2263","28.678823","172.27.131.52","180.149.145.241","TLSv1.2","1469","Application Data"
"2267","28.707474","172.27.131.52","180.149.145.241","TLSv1.2","1475","Application Data"
"2271","28.843896","172.27.131.52","180.149.145.241","TCP","54","64182  >  443 [ACK] Seq=66419 Ack=30164 Win=255 Len=0"
"2272","28.881677","172.27.131.52","180.149.145.241","TCP","1506","64182  >  443 [ACK] Seq=66419 Ack=30164 Win=255 Len=1452 [TCP segment of a reassembled PDU]"
"2273","28.881679","172.27.131.52","180.149.145.241","TLSv1.2","114","Application Data"
"2278","28.964737","172.27.131.52","180.149.145.241","TCP","54","64179  >  443 [ACK] Seq=111099 Ack=50711 Win=260 Len=0"
"2279","28.995702","172.27.131.52","180.149.145.241","TCP","54","64177  >  443 [ACK] Seq=159644 Ack=71399 Win=258 Len=0"
"2281","29.082232","172.27.131.52","180.149.145.241","TLSv1.2","1478","Application Data"
"2285","29.170600","172.27.131.52","180.149.145.241","TCP","54","64182  >  443 [ACK] Seq=67931 Ack=30889 Win=260 Len=0"
"2286","29.225092","172.27.131.52","180.149.145.241","TLSv1.2","1477","Application Data"
"2291","29.271859","172.27.131.52","180.149.145.241","TLSv1.2","1471","Application Data"
"2294","29.313783","172.27.131.52","180.149.145.241","TCP","54","64177  >  443 [ACK] Seq=161068 Ack=72021 Win=255 Len=0"
"2295","29.318211","172.27.131.52","180.149.145.241","TCP","1506","64177  >  443 [ACK] Seq=161068 Ack=72021 Win=255 Len=1452 [TCP segment of a reassembled PDU]"
"2296","29.318213","172.27.131.52","180.149.145.241","TLSv1.2","113","Application Data"
"2301","29.387858","172.27.131.52","180.149.145.241","TCP","54","64179  >  443 [ACK] Seq=112522 Ack=51346 Win=258 Len=0"
"2302","29.419185","172.27.131.52","180.149.145.241","TCP","54","64182  >  443 [ACK] Seq=69348 Ack=31513 Win=258 Len=0"
"2304","29.457494","172.27.131.52","180.149.145.241","TCP","1506","64179  >  443 [ACK] Seq=112522 Ack=51346 Win=258 Len=1452 [TCP segment of a reassembled PDU]"
"2305","29.457495","172.27.131.52","180.149.145.241","TLSv1.2","116","Application Data"
"2306","29.457801","172.27.131.52","180.149.145.241","TCP","1506","64182  >  443 [ACK] Seq=69348 Ack=31513 Win=258 Len=1452 [TCP segment of a reassembled PDU]"
"2307","29.457803","172.27.131.52","180.149.145.241","TLSv1.2","110","Application Data"
"2315","29.577830","172.27.131.52","180.149.145.241","TCP","54","64177  >  443 [ACK] Seq=162579 Ack=72759 Win=260 Len=0"
"2316","29.597983","172.27.131.52","180.149.145.241","TCP","54","64181  >  443 [ACK] Seq=82173 Ack=36525 Win=256 Len=0"
"2318","29.678584","172.27.131.52","180.149.145.241","TLSv1.2","1483","Application Data"
"2319","29.681251","172.27.131.52","180.149.145.241","TCP","1506","64181  >  443 [ACK] Seq=82173 Ack=36525 Win=256 Len=1452 [TCP segment of a reassembled PDU]"
"2320","29.681252","172.27.131.52","180.149.145.241","TLSv1.2","108","Application Data"
"2321","29.687021","172.27.131.52","180.149.145.241","TCP","54","64182  >  443 [ACK] Seq=70856 Ack=32244 Win=255 Len=0"
"2324","29.705417","172.27.131.52","180.149.145.241","TLSv1.2","1457","Application Data"
"2328","29.800892","172.27.131.52","180.149.145.241","TLSv1.2","1457","Application Data"
"2331","29.842024","172.27.131.52","180.149.145.241","TCP","54","64179  >  443 [ACK] Seq=115439 Ack=52672 Win=260 Len=0"
"2332","29.848629","172.27.131.52","180.149.145.241","TCP","1506","64179  >  443 [ACK] Seq=115439 Ack=52672 Win=260 Len=1452 [TCP segment of a reassembled PDU]"
"2333","29.848630","172.27.131.52","180.149.145.241","TLSv1.2","96","Application Data"
"2337","29.918107","172.27.131.52","180.149.145.241","TCP","54","64177  >  443 [ACK] Seq=164008 Ack=73401 Win=258 Len=0"
"2338","29.957487","172.27.131.52","180.149.145.241","TCP","1506","64177  >  443 [ACK] Seq=164008 Ack=73401 Win=258 Len=1452 [TCP segment of a reassembled PDU]"
"2339","29.957491","172.27.131.52","180.149.145.241","TLSv1.2","122","Application Data"
"2344","30.002353","172.27.131.52","180.149.145.241","TCP","54","64181  >  443 [ACK] Seq=83679 Ack=37248 Win=260 Len=0"
"2345","30.025547","172.27.131.52","180.149.145.241","TCP","54","64182  >  443 [ACK] Seq=72259 Ack=32857 Win=260 Len=0"
"2347","30.128262","172.27.131.52","180.149.145.241","TCP","54","64179  >  443 [ACK] Seq=116933 Ack=53351 Win=258 Len=0"
"2348","30.135745","172.27.131.52","180.149.145.241","TLSv1.2","1461","Application Data"
"2349","30.140776","172.27.131.52","180.149.145.241","TCP","1506","64181  >  443 [ACK] Seq=83679 Ack=37248 Win=260 Len=1452 [TCP segment of a reassembled PDU]"
"2350","30.140778","172.27.131.52","180.149.145.241","TLSv1.2","96","Application Data"
"2354","30.191774","172.27.131.52","180.149.145.241","TLSv1.2","1451","Application Data"
"2361","30.329009","172.27.131.52","180.149.145.241","TCP","54","64179  >  443 [ACK] Seq=118340 Ack=53945 Win=255 Len=0"
"2362","30.335203","172.27.131.52","180.149.145.241","TCP","54","64182  >  443 [ACK] Seq=73656 Ack=33470 Win=258 Len=0"
"2363","30.362151","172.27.131.52","180.149.145.241","TCP","54","64177  >  443 [ACK] Seq=165528 Ack=74166 Win=255 Len=0"
"2365","30.417727","172.27.131.52","180.149.145.241","TCP","54","64181  >  443 [ACK] Seq=85173 Ack=37948 Win=258 Len=0"
"2366","30.455355","172.27.131.52","180.149.145.241","TCP","1506","64177  >  443 [ACK] Seq=165528 Ack=74166 Win=255 Len=1452 [TCP segment of a reassembled PDU]"
"2367","30.455356","172.27.131.52","180.149.145.241","TLSv1.2","100","Application Data"
"2368","30.457290","172.27.131.52","180.149.145.241","TCP","1506","64179  >  443 [ACK] Seq=118340 Ack=53945 Win=255 Len=1452 [TCP segment of a reassembled PDU]"
"2369","30.457292","172.27.131.52","180.149.145.241","TLSv1.2","96","Application Data"
"2376","30.614194","172.27.131.52","180.149.145.241","TLSv1.2","1464","Application Data"
"2377","30.615312","172.27.131.52","180.149.145.241","TLSv1.2","1447","Application Data"
"2383","30.681792","172.27.131.52","180.149.145.241","TCP","54","64179  >  443 [ACK] Seq=119834 Ack=54638 Win=260 Len=0"
"2384","30.717421","172.27.131.52","180.149.145.241","TCP","54","64177  >  443 [ACK] Seq=167026 Ack=74846 Win=260 Len=0"
"2386","30.758983","172.27.131.52","180.149.145.241","TCP","54","64181  >  443 [ACK] Seq=86583 Ack=38569 Win=255 Len=0"
"2387","30.827986","172.27.131.52","180.149.145.241","TLSv1.2","1444","Application Data"
"2388","30.828301","172.27.131.52","180.149.145.241","TCP","1506","64179  >  443 [ACK] Seq=119834 Ack=54638 Win=260 Len=1452 [TCP segment of a reassembled PDU]"
"2389","30.828303","172.27.131.52","180.149.145.241","TLSv1.2","103","Application Data"
"2393","30.908755","172.27.131.52","180.149.145.241","TLSv1.2","1451","Application Data"
"2396","30.975351","172.27.131.52","180.149.145.241","TCP","54","64177  >  443 [ACK] Seq=168416 Ack=75445 Win=258 Len=0"
"2398","31.053928","172.27.131.52","180.149.145.241","TCP","54","64181  >  443 [ACK] Seq=87980 Ack=39155 Win=260 Len=0"
"2402","31.097068","172.27.131.52","180.149.145.241","TCP","1506","64177  >  443 [ACK] Seq=168416 Ack=75445 Win=258 Len=1452 [TCP segment of a reassembled PDU]"
"2403","31.097069","172.27.131.52","180.149.145.241","TLSv1.2","77","Application Data"
"2404","31.105816","172.27.131.52","180.149.145.241","TCP","54","64182  >  443 [ACK] Seq=75049 Ack=34077 Win=256 Len=0"
"2409","31.200444","172.27.131.52","180.149.145.241","TCP","1506","64179  >  443 [ACK] Seq=121335 Ack=55346 Win=258 Len=1452 [TCP segment of a reassembled PDU]"
"2410","31.200446","172.27.131.52","180.149.145.241","TLSv1.2","90","Application Data"
"2411","31.200772","172.27.131.52","180.149.145.241","TCP","1506","64181  >  443 [ACK] Seq=87980 Ack=39155 Win=260 Len=1452 [TCP segment of a reassembled PDU]"
"2412","31.200772","172.27.131.52","180.149.145.241","TLSv1.2","92","Application Data"
"2417","31.251942","172.27.131.52","180.149.145.241","TCP","54","64180  >  443 [ACK] Seq=98740 Ack=44830 Win=255 Len=0"
"2420","31.317799","172.27.131.52","180.149.145.241","TCP","54","64177  >  443 [ACK] Seq=169891 Ack=76114 Win=255 Len=0"
"2421","31.341193","172.27.131.52","180.149.145.241","TLSv1.2","1452","Application Data"
"2425","31.427388","172.27.131.52","180.149.145.241","TCP","54","64181  >  443 [ACK] Seq=89470 Ack=39841 Win=258 Len=0"
"2427","31.469025","172.27.131.52","180.149.145.241","TCP","54","64177  >  443 [ACK] Seq=171289 Ack=76700 Win=260 Len=0"
"2430","31.545861","172.27.131.52","180.149.145.241","TLSv1.2","1452","Application Data"
"2431","31.550206","172.27.131.52","180.149.145.241","TLSv1.2","1446","Application Data"
"2432","31.550511","172.27.131.52","180.149.145.241","TCP","1506","64180  >  443 [ACK] Seq=98740 Ack=44830 Win=255 Len=1452 [TCP segment of a reassembled PDU]"
"2433","31.550511","172.27.131.52","180.149.145.241","TLSv1.2","91","Application Data"
"2439","31.613397","172.27.131.52","180.149.145.241","TLSv1.2","1471","Application Data"
"2443","31.681186","172.27.131.52","180.149.145.241","TCP","54","64179  >  443 [ACK] Seq=124215 Ack=56616 Win=260 Len=0"
"2445","31.720007","172.27.131.52","180.149.145.241","TCP","54","64177  >  443 [ACK] Seq=172687 Ack=77296 Win=258 Len=0"
"2446","31.745486","172.27.131.52","180.149.145.241","TCP","54","64181  >  443 [ACK] Seq=90887 Ack=40473 Win=255 Len=0"
"2448","31.825150","172.27.131.52","180.149.145.241","TCP","54","64180  >  443 [ACK] Seq=100229 Ack=45507 Win=260 Len=0"
"2449","31.905194","172.27.131.52","180.149.145.241","TLSv1.2","1476","Application Data"
"2450","31.925974","172.27.131.52","180.149.145.241","TCP","1506","64179  >  443 [ACK] Seq=124215 Ack=56616 Win=260 Len=1452 [TCP segment of a reassembled PDU]"
"2451","31.925975","172.27.131.52","180.149.145.241","TLSv1.2","91","Application Data"
"2452","31.926366","172.27.131.52","180.149.145.241","TCP","1506","64180  >  443 [ACK] Seq=100229 Ack=45507 Win=260 Len=1452 [TCP segment of a reassembled PDU]"
"2453","31.926368","172.27.131.52","180.149.145.241","TLSv1.2","97","Application Data"
"2454","31.926601","172.27.131.52","180.149.145.241","TCP","1506","64181  >  443 [ACK] Seq=90887 Ack=40473 Win=255 Len=1452 [TCP segment of a reassembled PDU]"
"2455","31.926602","172.27.131.52","180.149.145.241","TLSv1.2","110","Application Data"
"2462","32.004214","172.27.131.52","180.149.145.241","TLSv1.2","1469","Application Data"
"2465","32.053473","172.27.131.52","180.149.145.241","TCP","54","64177  >  443 [ACK] Seq=174109 Ack=77909 Win=256 Len=0"
"2466","32.054395","172.27.131.52","140.206.78.24","TCP","386","63308  >  80 [PSH, ACK] Seq=17 Ack=17 Win=252 Len=332"
"2467","32.066292","172.27.131.52","180.149.145.241","TCP","1506","64177  >  443 [ACK] Seq=174109 Ack=77909 Win=256 Len=1452 [TCP segment of a reassembled PDU]"
"2468","32.066294","172.27.131.52","180.149.145.241","TLSv1.2","115","Application Data"
"2474","32.107837","172.27.131.52","140.206.78.24","TCP","54","63308  >  80 [ACK] Seq=349 Ack=69 Win=252 Len=0"
"2476","32.137117","172.27.131.52","180.149.145.241","TCP","54","64182  >  443 [ACK] Seq=76464 Ack=34691 Win=260 Len=0"
"2477","32.172320","172.27.131.52","180.149.145.241","TCP","54","64179  >  443 [ACK] Seq=125704 Ack=57305 Win=258 Len=0"
"2478","32.193890","172.27.131.52","180.149.145.241","TCP","1506","64179  >  443 [ACK] Seq=125704 Ack=57305 Win=258 Len=1452 [TCP segment of a reassembled PDU]"
"2479","32.193891","172.27.131.52","180.149.145.241","TLSv1.2","114","Application Data"
"2487","32.253876","172.27.131.52","180.149.145.241","TCP","54","64181  >  443 [ACK] Seq=92395 Ack=41204 Win=260 Len=0"
"2488","32.282035","172.27.131.52","180.149.145.241","TLSv1.2","1474","Application Data"
"2491","32.297108","172.27.131.52","180.149.144.153","TCP","54","[TCP Dup ACK 204#1] 64200  >  443 [ACK] Seq=1371 Ack=992 Win=65792 Len=0"
"2492","32.297172","172.27.131.52","180.149.144.153","TCP","54","64200  >  443 [ACK] Seq=1371 Ack=1024 Win=65536 Len=0"
"2497","32.387733","172.27.131.52","180.149.145.241","TCP","54","64180  >  443 [ACK] Seq=101724 Ack=46194 Win=258 Len=0"
"2498","32.389743","172.27.131.52","180.149.145.241","TCP","54","64179  >  443 [ACK] Seq=127216 Ack=58030 Win=255 Len=0"
"2499","32.393753","172.27.131.52","180.149.145.241","TLSv1.2","1471","Application Data"
"2502","32.489900","172.27.131.52","180.149.145.241","TLSv1.2","1477","Application Data"
"2503","32.490295","172.27.131.52","180.149.145.241","TCP","1506","64180  >  443 [ACK] Seq=101724 Ack=46194 Win=258 Len=1452 [TCP segment of a reassembled PDU]"
"2504","32.490298","172.27.131.52","180.149.145.241","TLSv1.2","119","Application Data"
"2510","32.550995","172.27.131.52","180.149.145.241","TCP","54","64177  >  443 [ACK] Seq=178459 Ack=79886 Win=256 Len=0"
"2511","32.655281","172.27.131.52","180.149.145.241","TLSv1.2","1483","Application Data"
"2512","32.655601","172.27.131.52","180.149.145.241","TLSv1.2","1458","Application Data"
"2513","32.655933","172.27.131.52","180.149.145.241","TCP","1506","64182  >  443 [ACK] Seq=76464 Ack=34691 Win=260 Len=1452 [TCP segment of a reassembled PDU]"
"2514","32.655933","172.27.131.52","180.149.145.241","TLSv1.2","116","Application Data"
"2520","32.738256","172.27.131.52","180.149.145.241","TCP","54","64180  >  443 [ACK] Seq=103241 Ack=46952 Win=255 Len=0"
"2523","32.799474","172.27.131.52","180.149.145.241","TCP","54","64177  >  443 [ACK] Seq=179888 Ack=80528 Win=260 Len=0"
"2525","32.837660","172.27.131.52","180.149.145.241","TCP","54","64179  >  443 [ACK] Seq=128639 Ack=58666 Win=260 Len=0"
"2527","32.918106","172.27.131.52","180.149.145.241","TCP","54","64182  >  443 [ACK] Seq=77978 Ack=35419 Win=258 Len=0"
"2528","32.925232","172.27.131.52","180.149.145.241","TLSv1.2","1458","Application Data"
"2529","32.925509","172.27.131.52","180.149.145.241","TCP","1506","64179  >  443 [ACK] Seq=128639 Ack=58666 Win=260 Len=1452 [TCP segment of a reassembled PDU]"
"2530","32.925511","172.27.131.52","180.149.145.241","TLSv1.2","122","Application Data"
"2531","32.925740","172.27.131.52","180.149.145.241","TCP","1506","64180  >  443 [ACK] Seq=103241 Ack=46952 Win=255 Len=1452 [TCP segment of a reassembled PDU]"
"2532","32.925741","172.27.131.52","180.149.145.241","TLSv1.2","116","Application Data"
